id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose
112229789,11400,11400,11400.0,36 months,10.91,372.74,B,B4,Analyst,2 years,RENT,50000.0,Source Verified,Current,n,debt_consolidation
109072529,2500,2500,2500.0,36 months,7.97,78.31,A,A5,Designer/Sales Consultant,3 years,RENT,35000.0,Not Verified,Current,n,debt_consolidation
112015387,22250,22250,22250.0,60 months,26.3,670.14,E,E5,fleet personnel scheduler,10+ years,RENT,53000.0,Not Verified,Late (31-120 days),n,other
112433031,2000,2000,2000.0,36 months,14.08,68.44,C,C3,Gra,10+ years,MORTGAGE,30000.0,Source Verified,Current,n,car
111817428,16000,16000,16000.0,36 months,12.62,536.18,C,C1,Fulfillment 1,7 years,RENT,36636.22,Not Verified,Current,n,debt_consolidation
112169724,20000,20000,20000.0,36 months,7.97,626.46,A,A5,National Account Manager,10+ years,MORTGAGE,148000.0,Source Verified,Current,n,other
110690428,24000,24000,24000.0,36 months,16.02,844.01,C,C5,Senior Account Executive,4 years,MORTGAGE,150000.0,Verified,Current,n,debt_consolidation
111885729,1000,1000,1000.0,36 months,23.88,39.17,E,E2,Actuarial Assistant,10+ years,MORTGAGE,50000.0,Source Verified,Current,n,debt_consolidation
110684117,16000,16000,16000.0,60 months,9.44,335.57,B,B1,Owner,5 years,RENT,85000.0,Not Verified,Current,n,other
111520301,10000,10000,10000.0,60 months,17.09,249.01,D,D1,Clinical Manager,2 years,MORTGAGE,48000.0,Source Verified,Current,n,credit_card
111828051,14950,14950,14950.0,36 months,25.82,600.92,E,E4,Retail Sales,2 years,RENT,34000.0,Source Verified,Current,n,debt_consolidation
111798720,15000,15000,15000.0,36 months,11.99,498.15,B,B5,Machine Tender,5 years,RENT,60000.0,Verified,Current,n,debt_consolidation
112435188,12000,12000,12000.0,60 months,10.42,257.46,B,B3,shift leader,10+ years,MORTGAGE,62000.0,Not Verified,Current,n,debt_consolidation
111848689,4000,4000,4000.0,36 months,9.44,128.02,B,B1,CareTaker,10+ years,MORTGAGE,50000.0,Not Verified,Current,n,home_improvement
111839497,32000,32000,32000.0,36 months,7.21,991.15,A,A3,Teacher,7 years,MORTGAGE,85000.0,Not Verified,Current,n,debt_consolidation
112428949,3900,3900,3900.0,36 months,10.42,126.62,B,B3,Office Specialist,8 years,MORTGAGE,40000.0,Not Verified,Current,n,debt_consolidation
112159648,4000,4000,4000.0,36 months,10.91,130.79,B,B4,COBRA Administrator,9 years,MORTGAGE,39681.0,Verified,Current,n,home_improvement
112189781,20000,20000,20000.0,36 months,7.97,626.46,A,A5,Teacher,10+ years,MORTGAGE,56000.0,Not Verified,Current,n,debt_consolidation
112036147,8400,8400,8400.0,36 months,9.93,270.77,B,B2,Lead Bartender,2 years,RENT,55000.0,Source Verified,Current,n,credit_card
111610846,1200,1200,1200.0,36 months,10.42,38.96,B,B3,Cashier,10+ years,RENT,24316.0,Verified,Current,n,debt_consolidation
111985320,35000,35000,35000.0,36 months,16.02,1230.85,C,C5,Marketing Consultant,3 years,RENT,105000.0,Source Verified,Current,n,debt_consolidation
112432862,40000,40000,40000.0,60 months,13.59,922.25,C,C2,VP Finance,< 1 year,MORTGAGE,140000.0,Not Verified,Current,n,debt_consolidation
112339591,7000,7000,7000.0,36 months,9.93,225.65,B,B2,Account Executive,< 1 year,RENT,70000.0,Source Verified,Current,n,debt_consolidation
111861102,9600,9600,9600.0,36 months,10.91,313.89,B,B4,MANAGER,10+ years,RENT,40000.0,Not Verified,Fully Paid,n,major_purchase
112259753,9600,9600,9600.0,36 months,5.32,289.11,A,A1,CREDIT MANAGER,10+ years,MORTGAGE,90000.0,Not Verified,Current,n,vacation
112289876,24000,24000,24000.0,36 months,17.09,856.75,D,D1,Manager,10+ years,RENT,80000.0,Source Verified,Fully Paid,n,debt_consolidation
112029890,16500,16500,16500.0,36 months,12.62,552.94,C,C1,owner/operator,< 1 year,RENT,50000.0,Not Verified,Current,n,debt_consolidation
111450571,25000,25000,25000.0,60 months,9.93,530.32,B,B2,,,MORTGAGE,100000.0,Verified,Current,n,debt_consolidation
112116744,7200,7200,7200.0,36 months,21.45,272.93,D,D5,manager,10+ years,RENT,96440.0,Verified,Late (31-120 days),n,debt_consolidation
112148655,20000,20000,20000.0,36 months,7.07,618.19,A,A2,Owner,< 1 year,MORTGAGE,75000.0,Not Verified,Current,n,debt_consolidation
112433823,5000,5000,5000.0,36 months,10.42,162.33,B,B3,School Lunch Helper,8 years,RENT,34771.04,Not Verified,Current,n,debt_consolidation
112219924,6000,6000,6000.0,36 months,10.91,196.18,B,B4,Director,8 years,MORTGAGE,100000.0,Source Verified,Current,n,home_improvement
112436311,7500,7500,7500.0,36 months,5.32,225.87,A,A1,Revenue Integrity Senior Analyst,2 years,MORTGAGE,87500.0,Source Verified,Current,n,medical
110792756,20000,20000,20000.0,36 months,14.08,684.33,C,C3,finance manager,4 years,MORTGAGE,120000.0,Verified,Current,n,credit_card
111988864,10000,10000,10000.0,36 months,11.99,332.1,B,B5,LPN,1 year,RENT,50000.0,Verified,Current,n,credit_card
112369410,3000,3000,3000.0,36 months,9.44,96.02,B,B1,,,OWN,45000.0,Not Verified,Current,n,debt_consolidation
111070903,3900,3900,3900.0,36 months,16.02,137.16,C,C5,Receptionost,10+ years,MORTGAGE,45000.0,Verified,Current,n,credit_card
111806600,2000,2000,2000.0,36 months,10.42,64.93,B,B3,Service Manager,1 year,RENT,38000.0,Not Verified,Current,n,car
111975535,30000,30000,30000.0,60 months,15.05,714.49,C,C4,Management/Program Analyst,10+ years,MORTGAGE,119124.0,Source Verified,Current,n,debt_consolidation
112432953,5000,5000,5000.0,36 months,5.32,150.58,A,A1,VP and Treasurer,3 years,MORTGAGE,320000.0,Source Verified,Current,n,credit_card
112055177,10000,10000,10000.0,36 months,7.21,309.74,A,A3,RN,< 1 year,MORTGAGE,59000.0,Not Verified,Current,n,debt_consolidation
111909161,15000,15000,15000.0,60 months,15.05,357.25,C,C4,installer,7 years,RENT,50000.0,Not Verified,Current,n,debt_consolidation
112022799,10000,10000,10000.0,36 months,9.93,322.35,B,B2,Techetion,10+ years,RENT,80000.0,Not Verified,Current,n,debt_consolidation
111100309,24000,24000,24000.0,60 months,15.05,571.59,C,C4,Human Services Coordinator I,< 1 year,MORTGAGE,60000.0,Source Verified,Current,n,debt_consolidation
112084808,10000,10000,10000.0,36 months,10.42,324.65,B,B3,Senior Financial Analyst,10+ years,MORTGAGE,80000.0,Not Verified,Current,n,home_improvement
112016655,3600,3600,3600.0,36 months,23.88,141.02,E,E2,Payroll/Benefits Manager,10+ years,MORTGAGE,105000.0,Verified,Fully Paid,n,home_improvement
111966177,20000,20000,20000.0,36 months,9.93,644.69,B,B2,Director,3 years,RENT,170000.0,Verified,Current,n,credit_card
111937716,35000,35000,35000.0,36 months,16.02,1230.85,C,C5,Assistant Principal,10+ years,MORTGAGE,160728.0,Verified,Current,n,debt_consolidation
111673279,10000,10000,10000.0,36 months,10.91,326.97,B,B4,Environmental Service,10+ years,RENT,90000.0,Not Verified,Current,n,debt_consolidation
112007907,4000,4000,4000.0,36 months,9.93,128.94,B,B2,Skycap,10+ years,MORTGAGE,44000.0,Source Verified,Current,n,debt_consolidation
112119513,12000,12000,12000.0,36 months,18.06,434.2,D,D2,Manager,6 years,OWN,55640.0,Not Verified,Current,n,debt_consolidation
111073752,35000,35000,35000.0,36 months,14.08,1197.58,C,C3,Owner,10+ years,MORTGAGE,156000.0,Verified,Current,n,debt_consolidation
112189601,2400,2400,2400.0,36 months,18.06,86.84,D,D2,,,MORTGAGE,16000.0,Not Verified,Current,n,debt_consolidation
111618650,7200,7200,7200.0,36 months,10.42,233.75,B,B3,traffic services,10+ years,MORTGAGE,35000.0,Source Verified,Current,n,debt_consolidation
111674570,30000,30000,30000.0,36 months,11.99,996.29,B,B5,Quality Manager,5 years,RENT,143000.0,Source Verified,Current,n,debt_consolidation
112428620,25000,25000,25000.0,36 months,7.35,775.94,A,A4,"Manager, Environmental Health & Safety",< 1 year,RENT,115000.0,Not Verified,Current,n,credit_card
112035881,11600,11600,11600.0,36 months,10.91,379.28,B,B4,General Manager,10+ years,MORTGAGE,71867.0,Source Verified,Current,n,medical
111408841,33000,33000,33000.0,60 months,20.0,874.3,D,D4,Associate,1 year,RENT,73900.0,Verified,Current,n,debt_consolidation
110152579,8450,8450,8450.0,36 months,18.06,305.75,D,D2,,,MORTGAGE,54000.0,Verified,Current,n,debt_consolidation
112147180,30000,30000,30000.0,36 months,12.62,1005.34,C,C1,Program Analyst,10+ years,MORTGAGE,142000.0,Source Verified,Current,n,debt_consolidation
111112628,20000,20000,20000.0,60 months,24.85,585.27,E,E3,General manager,10+ years,MORTGAGE,47500.0,Source Verified,Current,n,other
112049106,4350,4350,4350.0,36 months,13.59,147.81,C,C2,EXECUTIVE STEWARD MANAGER,5 years,RENT,30500.0,Source Verified,Current,n,debt_consolidation
112433691,15000,15000,15000.0,36 months,20.0,557.46,D,D4,CPS Specialist III,2 years,RENT,52000.0,Source Verified,Current,n,debt_consolidation
111622087,3000,3000,3000.0,36 months,9.93,96.71,B,B2,Prep,5 years,RENT,17000.0,Source Verified,Current,n,debt_consolidation
112063963,40000,40000,40000.0,60 months,9.93,848.51,B,B2,"Director, Customer Success",10+ years,MORTGAGE,320000.0,Source Verified,Fully Paid,n,debt_consolidation
111835585,18000,18000,18000.0,36 months,9.93,580.22,B,B2,Teacher,9 years,MORTGAGE,80000.0,Verified,Current,n,credit_card
111825505,10000,10000,10000.0,60 months,16.02,243.29,C,C5,banker,10+ years,RENT,25000.0,Source Verified,Current,n,debt_consolidation
111075550,8000,8000,8000.0,36 months,9.44,256.04,B,B1,,,RENT,20000.0,Verified,Current,n,debt_consolidation
112133443,6000,6000,6000.0,36 months,9.44,192.03,B,B1,Office manager,10+ years,MORTGAGE,240000.0,Not Verified,Late (31-120 days),n,debt_consolidation
112118192,10000,10000,10000.0,36 months,7.97,313.23,A,A5,Sr. Practice Manager,3 years,RENT,85000.0,Not Verified,Current,n,debt_consolidation
110887979,26875,26875,26875.0,36 months,29.69,1136.33,F,F2,Court officer,10+ years,MORTGAGE,109000.0,Source Verified,Current,n,debt_consolidation
110488731,24000,24000,24000.0,36 months,14.08,821.2,C,C3,Sales Manager,3 years,MORTGAGE,111000.0,Source Verified,Current,n,debt_consolidation
111885714,4000,4000,4000.0,36 months,12.62,134.05,C,C1,Security Officer,10+ years,MORTGAGE,34028.0,Source Verified,Current,n,debt_consolidation
109902432,8000,8000,8000.0,36 months,7.35,248.3,A,A4,sr director,2 years,MORTGAGE,200000.0,Source Verified,Current,n,home_improvement
112049071,20000,20000,20000.0,60 months,18.06,508.53,D,D2,Teacher,10+ years,MORTGAGE,60000.0,Source Verified,Current,n,debt_consolidation
112036970,4000,4000,4000.0,36 months,9.93,128.94,B,B2,manufacturing technician,3 years,RENT,40000.0,Verified,Fully Paid,n,credit_card
112169671,3000,3000,3000.0,36 months,12.62,100.54,C,C1,Marketing promotions,10+ years,MORTGAGE,76000.0,Not Verified,Current,n,medical
112052584,17325,17325,17325.0,36 months,14.08,592.81,C,C3,Attorney,2 years,RENT,50300.0,Verified,Current,n,debt_consolidation
112433772,5000,5000,5000.0,36 months,9.44,160.03,B,B1,Teacher,2 years,RENT,34000.0,Not Verified,Current,n,debt_consolidation
112409635,11000,11000,11000.0,36 months,9.44,352.06,B,B1,"Application Analyst, Adv.",10+ years,MORTGAGE,42000.0,Not Verified,Current,n,debt_consolidation
110956779,6850,6850,6850.0,36 months,7.35,212.61,A,A4,Operations /ARFF /EMT,6 years,MORTGAGE,62000.0,Not Verified,Current,n,car
112389601,1000,1000,1000.0,36 months,12.62,33.52,C,C1,Technician,9 years,RENT,65000.0,Source Verified,Current,n,vacation
109647002,9600,9600,9600.0,36 months,7.07,296.73,A,A2,Chief probation officer II,10+ years,MORTGAGE,125000.0,Not Verified,Current,n,home_improvement
112432444,2200,2200,2200.0,36 months,7.97,68.91,A,A5,service engineer,10+ years,MORTGAGE,50004.0,Source Verified,Current,n,debt_consolidation
112061813,35000,35000,35000.0,36 months,21.45,1326.73,D,D5,Manager Risk Assurance,5 years,RENT,125000.0,Source Verified,Current,n,credit_card
112431845,30000,30000,30000.0,60 months,20.0,794.82,D,D4,Nurse,10+ years,RENT,150000.0,Not Verified,Current,n,debt_consolidation
110927192,19600,19600,19600.0,36 months,12.62,656.82,C,C1,Mortuary Technician,3 years,RENT,51600.0,Not Verified,Current,n,debt_consolidation
111988810,32000,32000,32000.0,36 months,18.06,1157.85,D,D2,President/GM,4 years,RENT,115000.0,Verified,Current,n,debt_consolidation
112034833,18000,18000,18000.0,36 months,7.21,557.52,A,A3,Senior Principal Consultant,< 1 year,MORTGAGE,100000.0,Not Verified,Current,n,debt_consolidation
111684317,20000,20000,20000.0,36 months,11.99,664.2,B,B5,HWY CONSTRUCTION WORK,1 year,RENT,55000.0,Source Verified,Current,n,credit_card
111875261,4000,4000,4000.0,36 months,14.08,136.87,C,C3,supervisor,7 years,RENT,50000.0,Verified,Current,n,other
111730943,6100,6100,6100.0,36 months,18.06,220.72,D,D2,Secretary,7 years,OWN,17000.0,Source Verified,Current,n,debt_consolidation
111672513,35000,35000,35000.0,36 months,14.08,1197.58,C,C3,Owner,10+ years,MORTGAGE,70000.0,Verified,Current,n,debt_consolidation
111895285,30000,30000,30000.0,36 months,19.03,1100.14,D,D3,Aircraft Manger Lead,10+ years,MORTGAGE,100008.0,Verified,Current,n,debt_consolidation
112046960,32000,32000,32000.0,36 months,11.99,1062.71,B,B5,Associate Director Reporting,5 years,RENT,85000.0,Source Verified,Current,n,debt_consolidation
111997071,12000,12000,12000.0,60 months,9.44,251.68,B,B1,Advanced technical support specialist,6 years,MORTGAGE,45000.0,Not Verified,Current,n,credit_card
110611463,14000,14000,14000.0,60 months,13.59,322.79,C,C2,Analyst,< 1 year,MORTGAGE,95000.0,Source Verified,Current,n,debt_consolidation
110848087,12600,12600,12600.0,60 months,18.06,320.37,D,D2,Manual mod,5 years,MORTGAGE,30000.0,Verified,Current,n,credit_card
111100414,21000,21000,21000.0,36 months,13.59,713.56,C,C2,Director of Facilities,5 years,MORTGAGE,115000.0,Not Verified,Current,n,home_improvement
112082820,7200,7200,7200.0,36 months,16.02,253.21,C,C5,,,RENT,28000.0,Verified,Current,n,other
112035813,16000,16000,16000.0,36 months,10.91,523.14,B,B4,Software Developer,10+ years,MORTGAGE,61800.0,Source Verified,Current,n,debt_consolidation
111531536,12000,12000,12000.0,36 months,9.93,386.82,B,B2,Electrician,10+ years,MORTGAGE,78000.0,Not Verified,Current,n,home_improvement
111081348,35000,35000,35000.0,36 months,16.02,1230.85,C,C5,General Partner,1 year,RENT,90000.0,Source Verified,Current,n,debt_consolidation
112149800,23000,23000,23000.0,60 months,14.08,536.13,C,C3,Associate,1 year,MORTGAGE,105000.0,Not Verified,Current,n,credit_card
111815971,36000,36000,36000.0,36 months,5.32,1084.14,A,A1,Sr. Project Manager,10+ years,MORTGAGE,210000.0,Verified,Current,n,debt_consolidation
112017562,15000,15000,15000.0,60 months,11.99,333.6,B,B5,Clinical Director,3 years,MORTGAGE,75000.0,Not Verified,Current,n,credit_card
111925323,24000,24000,24000.0,60 months,15.05,571.59,C,C4,Project Manager,2 years,MORTGAGE,119000.0,Verified,Current,n,debt_consolidation
112199673,20000,20000,20000.0,60 months,18.06,508.53,D,D2,,,MORTGAGE,65000.0,Not Verified,Current,n,debt_consolidation
111450059,8175,8175,8175.0,36 months,23.88,320.22,E,E2,direct care supervisor,6 years,RENT,35000.0,Source Verified,Current,n,debt_consolidation
111732061,4000,4000,4000.0,36 months,16.02,140.67,C,C5,Rn,10+ years,OWN,102950.0,Source Verified,Current,n,vacation
111129331,14000,14000,14000.0,36 months,10.91,457.75,B,B4,Deputy sheriff,5 years,RENT,70000.0,Verified,Current,n,debt_consolidation
111684764,4800,4800,4800.0,36 months,10.91,156.95,B,B4,FULL SERVICE,10+ years,MORTGAGE,45000.0,Not Verified,Current,n,debt_consolidation
111539781,3000,3000,3000.0,36 months,5.32,90.35,A,A1,Sr. Engineer,10+ years,MORTGAGE,106500.0,Source Verified,Current,n,home_improvement
112219343,7000,7000,7000.0,36 months,7.97,219.26,A,A5,Teacher,10+ years,MORTGAGE,85000.0,Not Verified,Current,n,home_improvement
112039543,5500,5500,5500.0,36 months,30.89,236.18,G,G3,accounts payable,1 year,RENT,25480.0,Source Verified,Fully Paid,n,debt_consolidation
111827270,20000,20000,20000.0,36 months,9.44,640.1,B,B1,folder operator,10+ years,MORTGAGE,85460.0,Source Verified,In Grace Period,n,debt_consolidation
112259691,7000,7000,7000.0,36 months,7.97,219.26,A,A5,,,MORTGAGE,60000.0,Not Verified,Current,n,debt_consolidation
111798502,6000,6000,6000.0,36 months,7.35,186.23,A,A4,Directors Assistant,3 years,RENT,36000.0,Source Verified,Current,n,debt_consolidation
112054229,12000,12000,12000.0,36 months,14.08,410.6,C,C3,painter,9 years,MORTGAGE,59000.0,Verified,Current,n,debt_consolidation
112269682,12000,12000,12000.0,60 months,14.08,279.72,C,C3,Software Engineer,10+ years,MORTGAGE,104000.0,Not Verified,Current,n,debt_consolidation
112080827,2000,2000,2000.0,36 months,14.08,68.44,C,C3,Lumber Yard,< 1 year,RENT,24000.0,Source Verified,Current,n,other
112054651,4800,4800,4800.0,36 months,9.44,153.63,B,B1,Accounts Payable Administrator,1 year,RENT,60000.0,Not Verified,Current,n,credit_card
112179754,20000,20000,20000.0,36 months,10.91,653.93,B,B4,supervisor,2 years,RENT,66800.0,Not Verified,Current,n,debt_consolidation
112431386,6000,6000,6000.0,36 months,11.99,199.26,B,B5,General foreman,10+ years,MORTGAGE,65000.0,Not Verified,Current,n,credit_card
111494568,15000,15000,15000.0,36 months,10.91,490.45,B,B4,Tecnitial,2 years,RENT,60000.0,Source Verified,Current,n,small_business
111580874,30000,30000,30000.0,60 months,15.05,714.49,C,C4,Registered nurse,10+ years,RENT,101000.0,Verified,Current,n,debt_consolidation
111886610,5000,5000,5000.0,36 months,10.91,163.49,B,B4,Therapy Scheduler,1 year,RENT,31000.0,Source Verified,Current,n,debt_consolidation
112433693,6300,6300,6300.0,36 months,7.97,197.34,A,A5,Store manager,6 years,MORTGAGE,75000.0,Not Verified,Current,n,major_purchase
111561082,16000,16000,16000.0,36 months,17.09,571.17,D,D1,Office Manager,< 1 year,OWN,40000.0,Verified,Current,n,small_business
110988763,16000,16000,16000.0,36 months,12.62,536.18,C,C1,Figure Skatin Instructor,6 years,RENT,37000.0,Not Verified,Current,n,debt_consolidation
111772885,32000,32000,32000.0,36 months,7.21,991.15,A,A3,Construction Inspector III,10+ years,MORTGAGE,103000.0,Not Verified,Current,n,debt_consolidation
111673696,3000,3000,3000.0,36 months,10.42,97.4,B,B3,,,OWN,35000.0,Source Verified,Current,n,debt_consolidation
112118705,5800,5800,5800.0,36 months,7.07,179.28,A,A2,,,MORTGAGE,26676.0,Not Verified,Current,n,debt_consolidation
111639402,34000,34000,34000.0,36 months,10.42,1103.81,B,B3,Manager,10+ years,RENT,85000.0,Verified,Current,n,other
112031074,12500,12500,12500.0,60 months,18.06,317.83,D,D2,,,RENT,84197.0,Verified,Current,n,moving
112034269,14000,14000,14000.0,36 months,12.62,469.16,C,C1,Software Engineer I,2 years,RENT,70000.0,Not Verified,Current,n,credit_card
111925528,5000,5000,5000.0,36 months,9.44,160.03,B,B1,Billing Manager,3 years,RENT,78000.0,Source Verified,Current,n,other
111639347,40000,40000,40000.0,60 months,9.44,838.91,B,B1,Sales director,< 1 year,MORTGAGE,195000.0,Source Verified,Current,n,credit_card
111673039,35000,35000,35000.0,60 months,19.03,908.5,D,D3,TOW TRUCK DRIVER,10+ years,MORTGAGE,90000.0,Verified,Current,n,credit_card
111885719,18000,18000,18000.0,60 months,15.05,428.7,C,C4,Pharmacist,10+ years,RENT,82000.0,Verified,Current,n,debt_consolidation
111917426,17100,17100,17100.0,60 months,19.03,443.87,D,D3,Billing Specialist,10+ years,MORTGAGE,38000.0,Verified,Current,n,debt_consolidation
111683562,14400,14400,14400.0,36 months,11.99,478.22,B,B5,,,RENT,48617.0,Verified,Current,n,debt_consolidation
111876710,3600,3600,3600.0,36 months,10.42,116.88,B,B3,Business Analysis Consultant,< 1 year,RENT,77000.0,Source Verified,Current,n,credit_card
111480978,28000,28000,28000.0,36 months,15.05,971.32,C,C4,Physical Therapist,< 1 year,RENT,116600.0,Source Verified,Current,n,debt_consolidation
111569476,12000,12000,12000.0,36 months,10.91,392.36,B,B4,Personal Support Worker,2 years,RENT,62000.0,Source Verified,Current,n,debt_consolidation
112431458,25000,25000,25000.0,36 months,16.02,879.18,C,C5,Sr Manager Software Development,7 years,MORTGAGE,204000.0,Verified,Late (31-120 days),n,debt_consolidation
112428438,6500,6500,6500.0,36 months,10.42,211.03,B,B3,Firefighter/EMT,3 years,MORTGAGE,58000.0,Not Verified,Current,n,credit_card
111856864,12000,12000,12000.0,60 months,15.05,285.8,C,C4,Mortgage Underwriter,4 years,RENT,55000.0,Not Verified,Current,n,debt_consolidation
111459029,15000,15000,15000.0,36 months,10.42,486.98,B,B3,Delivery Driver,6 years,RENT,83000.0,Source Verified,Current,n,debt_consolidation
112229182,7000,7000,7000.0,36 months,9.93,225.65,B,B2,Senior Manager,2 years,RENT,55000.0,Not Verified,Current,n,debt_consolidation
111976738,15000,15000,15000.0,36 months,9.93,483.52,B,B2,Full Time Faculty,10+ years,RENT,105697.77,Verified,Current,n,debt_consolidation
111855249,12000,12000,12000.0,60 months,15.05,285.8,C,C4,owner,5 years,MORTGAGE,60000.0,Not Verified,Fully Paid,n,credit_card
111519263,20000,20000,20000.0,36 months,5.32,602.3,A,A1,CEO,< 1 year,RENT,158000.0,Not Verified,Current,n,credit_card
111978977,8000,8000,8000.0,36 months,15.05,277.52,C,C4,Sr. Engineering Specialist,10+ years,MORTGAGE,94000.0,Verified,Current,n,debt_consolidation
111977669,16000,16000,16000.0,36 months,7.97,501.17,A,A5,Professor,10+ years,OWN,88000.0,Not Verified,Current,n,home_improvement
112229589,14000,14000,14000.0,36 months,7.35,434.53,A,A4,Registered nurse,3 years,MORTGAGE,83304.0,Not Verified,Current,n,debt_consolidation
111710152,10000,10000,10000.0,36 months,16.02,351.67,C,C5,Managment,10+ years,OWN,89000.0,Source Verified,Fully Paid,n,other
112339609,14000,14000,14000.0,36 months,10.42,454.51,B,B3,Registered nurse,1 year,RENT,56000.0,Verified,Current,n,debt_consolidation
112020454,4000,4000,4000.0,36 months,10.91,130.79,B,B4,Registered nurse,10+ years,MORTGAGE,78000.0,Not Verified,Current,n,home_improvement
112018212,7200,7200,7200.0,36 months,13.59,244.65,C,C2,IT Director,10+ years,RENT,84000.0,Not Verified,Current,n,debt_consolidation
110772471,10000,10000,10000.0,36 months,10.91,326.97,B,B4,Network Specialist,10+ years,RENT,82000.0,Source Verified,Current,n,debt_consolidation
112054293,4000,4000,4000.0,36 months,12.62,134.05,C,C1,Services tech,< 1 year,RENT,42000.0,Verified,Current,n,debt_consolidation
111862482,36000,36000,36000.0,60 months,30.17,1168.49,F,F3,software engineer,2 years,OWN,90000.0,Source Verified,Late (16-30 days),n,debt_consolidation
109654683,35000,35000,35000.0,36 months,11.99,1162.34,B,B5,ELECTRICIAN,10+ years,MORTGAGE,120000.0,Verified,Current,n,credit_card
112050480,21000,21000,21000.0,60 months,15.05,500.14,C,C4,Material Handler,< 1 year,MORTGAGE,43000.0,Verified,Current,n,credit_card
112359701,24000,24000,24000.0,60 months,16.02,583.89,C,C5,Sales Director,10+ years,MORTGAGE,130000.0,Not Verified,Current,n,credit_card
112116798,24000,24000,24000.0,60 months,13.59,553.35,C,C2,attorney,8 years,RENT,235000.0,Source Verified,Current,n,debt_consolidation
111828089,6000,6000,6000.0,36 months,9.44,192.03,B,B1,,,MORTGAGE,41000.0,Not Verified,Current,n,debt_consolidation
112428591,18000,18000,18000.0,60 months,9.93,381.83,B,B2,Business Technical Consultant,10+ years,RENT,91000.0,Not Verified,Current,n,debt_consolidation
112159687,15000,15000,15000.0,36 months,10.42,486.98,B,B3,Floor technician,10+ years,RENT,52000.0,Not Verified,Current,n,other
111773720,21000,21000,21000.0,36 months,9.44,672.11,B,B1,manager,10+ years,MORTGAGE,70000.0,Verified,Fully Paid,n,credit_card
111419176,6000,6000,6000.0,36 months,10.42,194.79,B,B3,,,MORTGAGE,45000.0,Verified,Current,n,vacation
112359709,35000,35000,35000.0,36 months,7.97,1096.29,A,A5,Principal,10+ years,MORTGAGE,210000.0,Source Verified,Current,n,home_improvement
112041743,16000,16000,16000.0,60 months,11.99,355.84,B,B5,Purchasing Manager,10+ years,MORTGAGE,170000.0,Verified,Current,n,debt_consolidation
111648768,35000,35000,35000.0,36 months,11.99,1162.34,B,B5,Branch Manager,4 years,RENT,110000.0,Source Verified,Current,n,credit_card
111731253,12425,12425,12425.0,36 months,25.82,499.43,E,E4,OWNER,4 years,RENT,50000.0,Source Verified,Current,n,debt_consolidation
110222415,11200,11200,11200.0,60 months,15.05,266.75,C,C4,Total reward lead,10+ years,RENT,36500.0,Not Verified,Current,n,other
111985664,12000,12000,12000.0,60 months,20.0,317.93,D,D4,Authorization Coordinator,1 year,RENT,45000.0,Not Verified,Current,n,debt_consolidation
111848292,7500,7500,7500.0,36 months,12.62,251.34,C,C1,Logistics Consultant,5 years,RENT,80000.0,Verified,Current,n,credit_card
111957009,24000,24000,24000.0,60 months,11.99,533.75,B,B5,Truck Driver,< 1 year,MORTGAGE,62000.0,Not Verified,Current,n,debt_consolidation
111755713,1000,1000,1000.0,36 months,11.99,33.21,B,B5,Admin,2 years,RENT,35000.0,Source Verified,Current,n,debt_consolidation
112052325,15000,15000,15000.0,36 months,15.05,520.35,C,C4,Technician,3 years,MORTGAGE,68000.0,Verified,Current,n,debt_consolidation
112132627,2000,2000,2000.0,36 months,11.99,66.42,B,B5,Personnel Admin Assistant,10+ years,RENT,42522.84,Not Verified,Current,n,home_improvement
111684882,4000,4000,4000.0,36 months,13.59,135.92,C,C2,Productions,4 years,MORTGAGE,20000.0,Source Verified,Current,n,debt_consolidation
109790386,10000,10000,10000.0,36 months,12.62,335.12,C,C1,Producer,7 years,RENT,72000.0,Not Verified,Current,n,major_purchase
112017081,15000,15000,15000.0,36 months,10.91,490.45,B,B4,dock supervisor,9 years,RENT,69000.0,Verified,Current,n,debt_consolidation
112299585,7500,7500,7500.0,36 months,7.21,232.3,A,A3,Engineer,2 years,RENT,61000.0,Source Verified,Current,n,debt_consolidation
110530274,32000,32000,32000.0,60 months,11.99,711.67,B,B5,Tech,< 1 year,RENT,90000.0,Source Verified,Current,n,debt_consolidation
112056513,13200,13200,13200.0,36 months,10.91,431.59,B,B4,Regional Coordinator,2 years,RENT,60002.0,Not Verified,Current,n,debt_consolidation
112083988,15000,15000,15000.0,60 months,26.3,451.78,E,E5,MHA1,10+ years,MORTGAGE,58000.0,Verified,Current,n,debt_consolidation
111786500,18925,18925,18925.0,36 months,15.05,656.51,C,C4,Tire Builder,3 years,OWN,50000.0,Not Verified,Current,n,debt_consolidation
112433439,12000,12000,12000.0,36 months,7.21,371.68,A,A3,Director,10+ years,MORTGAGE,165000.0,Not Verified,Current,n,home_improvement
111131098,1000,1000,1000.0,36 months,16.02,35.17,C,C5,Accutech Sorter,< 1 year,OWN,22000.0,Verified,Current,n,other
112035592,40000,40000,40000.0,36 months,16.02,1406.68,C,C5,sales manager,10+ years,MORTGAGE,92000.0,Not Verified,Current,n,credit_card
